Sentiment,Text
0,i missed the Season Premier of Burn Notice  i fell asleeep earlier
0, i couldn't find the place to vote  but thennn after hours of search i found it and VOTED  yayyyyy i no you'll win. fer sure!
0,Unless I am missing something with  you don't get alot of cool features unless country/region is set to United States - English 
0,There's a major hole when you can use  to build campaigns without any account details. Campaign mode no different to Twoogle 
0," They have hot female models all over the US television commercial circuit though, doesn't that count for something? "
0, sad at that political outcome. apathy must b at an all time high back in the motherland (or is that fatherland now?) 
0,Waiting to start the us regents 
0,fuck.. Mac mini connected to lcd tv all of a sudden decided to fuck with resolutions and is now fubar. Tried  
0, don't think we get them  check online google it . . gonna vote tomorrow did u vote for Jonas Brothers ?
0,Really mad about drive-by shooting murder at Army Recruiting Station in Arkansas. Poor kid had just finished   
0,Getting off work early to go testify in a civil trial. Yay fun 
0,my younger sister partied at embassy superclub last night. now i feel like a loser 
0, yeah i've been  why isn't he winning?! 
0,S My good friend is  that I won't be able to vote for the 2010 elections. I wasn't able to register! Guess who &quot;good friend&quot; is!
0," omg, you have been demoted!  I can't help you because I voted in Tom. xx"
0, Re. murdered doctor - sadly you'll always get extremists who are willing to go too far 
0,finally JONAS series premieres in the U.S. for good I believe that Latin America will take a bit more 
0, u can vote for yourself that's stupid!  = 0 votes 
0, We're only shipping within the US 
0,Iranian revolution surrenders  Mussawi want's to negotiate with the regime. It's a shame . 
0, Agreed. Filesharing will be the eventual ruin of the online porn industry. Independents producers especially! 
0, My candidate did not make it to the parliament  I hate losing!
0,Mother Nature is not being nice to the north eastern United States this week. 
0,"Ahhhh, got picked for Holmdel book drive and I can't do it cuz of VIP 5*  waahhhhh. Well, it was an honor just to be nominated, lol *sigh*"
0,I hate my life because all the famous people ignore me ! Why cant i be famous i know how to sing ill neva be famous and go to the USA 
0, Thats the politics baby 
0,Much rather watch game program than hear bout my hometown voting in the bnp 
0,tweettweet morning twitters fell out my bed I ant gonna say y right now gettin ready and bumping jayz -dead presidents y??   rain
0,Just had my first negatively voted response on Stack Overflow.  
0, the shipping to the US is much higher unfortunately ... from memory about three times the price 
0," I abhor the BNP but love democracy.  BNP now have a mandate, however small.  Petition can't change that, unfortunately "
0," I just read your blog, it was hilarious haha it made me rofl.. I wish I was in the US so I could see you on tour "
0," Thanks, but was it really worth giving Army of God a hit?  "
0,All ready to go to the premier and just realized how under dressed I am 
0,sleeping too much  Hey everyone don't forget to vote for  at TCA  !!!!!
0,dinner was good. ate steak. after watching fast food nation i never wanted to eat steak again but that's all we had. i feel sick 
0,Interesting article about twitter and Iranian election on NYT.  cant link from phone 
0,BNP. First seat in Euro Election. Are. You. Kidding. Me. ? (via ) I know 
0, shaq!!  there's big possibility that it'll be in the US (your place) on monday  hwaaaa. is there plan b for tht case?
0, he went down to 100th! that sucks!  we should keep on voting!
0, B  I have to work at 4am tomorrow  Maybe I can help spread corruption another night? 
0, yeah I will miley! (If only I live in the united states) 
0, - My best friend's last day in the US 
0,"Wishing I was playing L4D, stuck in municipal court instead.  in North Haledon, NJ "
0," I just read your blog, it was hilarious haha it made me rofl.. I wish I was in the US so I could see you on tour "
0,I cant believe james isnt giving the ucla commencement speech anymore  stupid facebook campaign
0,Looking forward to my return to the US and a meal consisting of more than a can of tuna 
0,"who said the US gob is not supporting the auto industry?  That said, that's not a road to anywhere long  "
0,starting my morning with reading microsoft's outlook reply to the campaign looks like its futile 
0," well i did see in banana republic, low platforms-black. im getting myflat ones from there, as soon as they find my size "
0," I was asked to find a link from twitter for a campaign ACTUALLY!!!! As well as booking schools tours, accounts and PAing "
0,Another award for twilight  common voters .. Vote for slumdog millionaire
0, The  gift card has gone to members in the US only! 
0,Prepping food for tonight.  is at a wknd training 4 work  so the girls are coming over tonight for some girl time!
0," A2s  politics, psychology &amp; media. what about you?"
0,I just finished packing my 14yo son's bags for CAP camp   He's will be at the military encampment for a week - he wants to be a Marine!
0,is missing the Transformers 2 premier tonight.  Hate being sick. :'(
0," A very small few, but not of the earlier ones that I want.  The US eBay has loads of collections but none of them ship here "
0,How is Soriano the only  player near the top of the All Star voting? theRiot is my all star!!!! It's a shame Rammy has been hurt 
0," the update was probably just for the us, i'm in europe "
0,"Going through my old tea collection &amp; I am not liking any of the teas I used to like. Lots of stuff to give away, mainly republic of tea. "
0, Well goodluck tonight. I can't watch though I am not from canada so it doesn't air here in the US... 
0, H doesn't go with idyllic Bishy.  We live near a military airfield (Chinooks and Apache helis) 
0,Today is the day the government kills us all 
0,"its depressing that while my friends are comforting me,  is telling people to vote for teen choice awards   "
0," Of course, we still have federal tax  But no state taxes in Texas. And no alimony in divorces either."
0,  miley what's the link to vote for you!! i can't find it 
0,Oh god. After the news i'm being force fed a tory campaign video  trying not to yell at 
0,"() Oh snap, bars and  stores aren't open on the statutory holidays during . Stupid retarded laws "
0,  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!
0,  - Mine looks like a mugshot from the terrorist watch list or something 
0,"Megabowo should campaign on woman rights, equality before the law and policy reform. nuff of the spiteful speech, barisan sakit hati "
0,  Sorry for extraneous include.  So very GOP of me.
0," Now the parliament has accepted a new law, which sets the foundation for censorship in Germany  unbelivable "
0,&quot;I could stand here for hours just to ask God the question: Is everyone here make-believe?&quot; -MP  :&quot;&gt;
0,"  you would think so, Ali! I found Evan's web:  but no twitters "
0, can't get onto the site!!!! ARGH!! i'd be throwing out votes for sure if i could get onto the dang website!!  xoxo
0,"Is it possible to buy from the US Amazon MP3 website with a UK card? Theres an album I want, but they don't have it on the UK one "
0," mtv website has not let me vote for two days in a row  the vote button never comes up, its voting time over???"
0,why cant i gt on n vote !!!! its takin ages to load  !!!
0,Screwed up!!! Have GDPI on Monday and I know sqad about politics !! 
0, Wish I could do that. The new tethering for iPhones doesn't work in the US 
0,Just watched a &quot;Conservative&quot; ad that inspires hate. I can't vote for a party that can't talk issues and resorts to personal attacks 
0,Snow covered mountains ... Picture does not do them justice they always look smaller in pictures   
0, oh lord pattycakes/baby pat called me to hang out yesterday.. unfortunately we had the US final today so i had to decline  haha
0, Why oh why do we have half the US in between us?  Saaaaaad.  
0, We're all divided now.   WE ALL NEED TO PICK ONE.   I vote this one here.  
0, Sad world when people start voting for the likes of them 
0, haha thanks honey! I know you got that presidential pull! lol I'll be  hurry!!! 
0,   sorry *emails soup and toast*
0,"So that long weekend, which supposedly caused the low voter turnout in Mumbai.. Umm, I didn't have that  Worked yesterday, working today -"
0,I haven't voted yet 
0," Hulu is for the USA, not the British. Apparently their video library can only be streamed within the USA. "
0,"Did singing at the town hall, was fun! Had to do a solo though that fully messed up!! "
0,Darn it I liked Ashley. I even voted for her &amp; K. Guess I didn't vote enough times.   
0, Stunny carb-cradle achievement. but also radical prolife antigay pasta fundraiser. 
0,   GUYS BLOW OFF THE ROOF TONITE !!! MP 5 YRS !!! BIG UP ONCE AGAIN TO THE WHOLE CREW !!! VERY SORRY I CAN'T MAKE IT TONITE 
0,"REVOLUTION is coming  Cant wait, but im writing 2 Exams that morning. "
0,"have 2 days left in Florence, then off to Rome, then the US. I'm kind of upset about this  BUT then i'm in puerto rico with "
0," Oh no, still feeling the effects of last nite? Poor you "
0,"~ Weeds later! Mayor, Mayor, please be your old self once again. "
0,Someone in UNITED STATES didn't like The Game   
0,"Home from a 65 mi, 4900' ride in the mountains - new PB on Old La Honda! - and Garmin 705 corrupted the track - I hate it "
0,"Morning Twitter sorry for the neglect, feel like crap today  Looking for a sympathy vote "
0,"I think i am getting sick  tired of all the politics, brutality, lies, hypocrisy. I am signing off for now sorry   "
0,"   i want to vote for all 3 of you, but the website keeps saying i cant vote  ugh, i will keep trying."
0,  &amp; candidate for the PIT -&gt; expirian.  For holding a crap creditscore against me &amp; not telling me why 
0,"Americas army 3: are their statservers working? I've done the basic training thrice, but nothing in the menu indicates its  "
0,Sad night for UK and European Politics - BNP have one at least one MEP seat 
0, Me   I just gave another round of votes to GG gals on page 2 and no change.    
0, Seems to be streaming very slowly to me. My conn is fine as far as I know. Still no Bloc Party yet? 
0,Can anyone in Camberley tell me who to vote for tomorrow and why!?  :-/  Haven't had a chance to research 
0, berlusconi shuld stay in prison and not at the government of my country 
0,  thats so sad!! I'm sorry to hear that! Fucking government
0,"Was supposed to go see my nephew today, and military something tomorrow, but lay awake all night being sick,   Nice vacation, folks!"
0,"My neighbor is playing something where I can only hear the buzzing of the bass, so I had to turn on my music to combat the awful sound "
0," I just read your blog, it was hilarious haha it made me rofl.. I wish I was in the US so I could see you on tour "
0,don't u think it's time to put the free-masons out of power? They protected the corrupt ones They sent us into Poverty! Fuck the masons! 
0, Looking forward to the 17k Brammo campaign. My friend has one and calls it his 'electric crotch-rocket' 
0,here we go again!! after a whole week end spent in a good mood I'm really revolted 'nd sick because of the day I hate the most!!: MONDAY 
0,Pray for the 165 passangers of the Air France flight! The president of France doesn't think there are any survivors. 
0, damn.. download is corrupt 
0, same thing happened with @ He was in like 10th place and now only has 13  please set it right 
0, Lol i hope DENVER put LAKERS tah bed! &amp; be nice im still sad over BOSTONS loss today 
0," All over now, we all lost our 1st match  oh well, calorie time! I ended up fighting at 122.5lbs with the gi on, that's mad!"
0,And  comes to an end for the US with a 0-3 loss to Brazil. 
0, hmm media  only you have to  tooo!!   thank god its relatively easier than ccp la boooo
0,Terminator Salvation is already out in the US?  I really want to see it!
0,Is just  and  David is no longer the Doctor!! *cries* The 10th Doctor's reign is over.  Bring on Matt Smith!
0, your so lucky you get to see DC! I envy you.. I wish i leave in the US! i miss him!  tell him i said HI! haha!
0, poor benji still hasn't got any votes 
0,"KES &quot;Ambassador&quot;, just to check out the gyaldem for next year, sorry to say it dint look promising "
0,did anyone else find it terribly sad that rock the vote sponsored a dmv concert in a city where people have no vote in congress? 
0,"Thanks to the good voting ppl of CA, I've now worked over 14 hrs of &quot;straight-time&quot;. Being a state employee, OT starts after 40hrs/wk. "
0,"I was going to have my mandate  come home with me, but he decided to go home  Fun @ Nightlife and Cha Cha Cha afterwards though"
0," Well, he is the President, I mean, he can go to the kitchen and eat all the chocolate ice cream whenever he wants, too. "
0, These were one of my fav finds for polka dot fabric but they do not ship from the US 
0,can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2  nd it seems i cant vote 
0, You know u definitely deserved it. I nominate you. Your fans see it. Alotta things are based on popularity rather than talent. 
0,I think Pinky is gettin mad@  *thinkin about the txt from yesterday: &quot;you're treating me like a 2nd class citizen&quot;* feeling bad 
0,Moussavi had approx 34% of the votes.. of course it was marred!!!!! I feel sorry for those ppl.  
0,  BOO - I am terrible at PLO...    I f I would have known there was a vote I would have   
0,"Going to do some hardcore studying now. 29 terms to memorise for globals! + stuff about Imperialism, WWI, and WWII for the essay part. "
0, i voted my ass off for you all   cant come on the whole weekend so i catn vote 
0,My supervisor is gonna regret accepting a student from an unstable part of the world  First my mum detained and now the coup.
0," Oh no! He needs to be present to win? Dammit, even though I'm on the ballot too, that sucks for you guys! "
0, I would love to live on the USA but unfortunately so far so I can get a sign of you 
0,"Google Adsense Income down by 6% in this months Payment, Indian Govt Happy for $ Falling, Publishers Sad "
0,"kk just finished eating cake.. it was soo good, now doing my essay for politics "
0," ur blog is blocked at my job   that means u made it if the gov't is blocking u, lol."
0, how does that happen?!! i voted for you  so whose the winner?
0, Aww. I'm jealous! I didn't make it! I have to wait 6 more years to vote for a worthy President! 
0," Its a sad day in politics indeed, think we got off lightly with 52k fascist votes, still, thats 52k too many "
0," Naw, I'm almost positive she's voting for C "
0,"Oregon unemployment No. 2 in nation,again, second-highest jobless rate, at 12.4 percent in May, behind only Michigan  "
0,Hips still hurting from yesterday's run. No combat today so had a massive lie in! Woohoo!  making me watch something on bbc2 
0,  What do you mean nominations? I thought I sent you a list of the WINNERS. 
0,"BNP squeeze into the last MEP seat in Yorkshire and the Humber constituency. Well, fuck.  "
0,"vote for !   , seems like i got an js. error about undefined  "
0,sorry for the bad resolution. my cam was on compact mode  my boy Stefan filmed me at Dim Mak 
0,Remember to vote tomorrow everyone - don't let the BNP get anything. Your vote counts. I can't vote with me being too young 
0,Chillin w/ Pekker Nation. U need to be here .  said were not complete 
0,can't get through to vote for stavros flatley! i feel cheated 
0, i agree! i think the cast ie: selena and david should have been nominated 
0," sorry, really I am just knackered - must get big sleep tonight "
0, hope youre right! Horrible feeling they'll leave her to perform last so shes the one every1s remembering when voting opens 
0,"I'm in love with an Army boy and he's off to basic right now, I miss him "
0,"Have tidied the kitchen, now sorting out the back2work stuff. Hair regulation army cut, now shining my shoes and soon to iron the shirt. "
0,Everyone you better vote for me for head girl tomorrow at break!!!!!!! Do it! Or I might cry  GO
0, he'll be here Wed in San Diego bit tickets are pricey.  it's playing in theaters across the nation on the 4th.
0, voting has closed 
0,I still want to watch the MTV Awards LIVE here in the Philippines!  I've  Read More: 
0,Dang i missed the US brazil match this morning  hope they are showing a 
0,Proud that a Latina was nominated as Supreme Court  bad she is bleeding-heart liberal activist.  Guess you can't win 'em all 
0," Well the party this is year was smaller, last year we got more votes "
0,I'm limping from Suntec to the mrt at city hall. My right foot hurts like hell. 
0,Immigration didn't exactly work out. We are ONLY allowed to do work w/ Namwianga so again no speaking today.  God is teaching me &amp; is good
0,Damn. Raleigh is full of lame ass conservative mother fuckers. 
0,I am no longer reigning putt putt champion  I unfortunately lost to chelsea by 6 strokes.
0, how's your tuesday? i have work and the  election. 
0, Well I just think it is strange that the Bing outside the US is only Text and Image search ... 
0,Still looking for my flight to united states on june 26th. Can't find the best airlines yet. I want korean arlines! 
0,Following the events in Iran. Bomb went off in Tehran. Peaceful protest getting ugly  Might give govt a reason to use force
0, Then why is America at war with 'terrorism'   
0," Aw man, I wanna see the Terracotta Army. "
0, are you ever gonna do a show in the US? 
0,aww another sad report    fantasy writer David Eddings dies at 77
0," Unfair!!! US Only  I can't afford a Drobo here in Australia, they are twice the price of the retail price in the US. "
0,My neighbor just stopped by to show me she got her head shaved since she's leaving for the army in a    
0," hopefully only until '12. but youre right, 's best friend--the American ppl--is no longer backed up by the US govt "
0," I cant wait eitherrr. 6 months is wayyy too long, and thats if we even get it the same time as the US, we didnt for Twilight "
0, - that would be free elections in Iran. 4 tweets from me &amp; still nonsense. /tweetexplaingreenavatarsfail 
0,"  speaking of hats, I wanted to give u this Commander in Chief  got distracted &amp; forgot! "
0, i had my phone stolen in barcelona too? 
0, It wont allow me to vote 
0, The Governator believes &quot;gay marriage should be between a man and a woman.&quot;   on the 40 dumbest celeb quotes. 
0,"&quot;I was thinking in Italian but then a 'Vamos' came out and then a 'Let's Go,&quot;' Rossi said Rossi was born in the US played soccer here "
0,"Arrgh! I can't vote for Teen Choice Awards, cause I live in Norway! That's bullshit!! I' so mad right now "
0,is aghast at No 23's efforts to hang lace curtains! Obviously she was never taught the difference between metric &amp; imperial at school 
0,"&quot;and although it seems heaven sent, we ain't ready, to see a black President!&quot; © pac  wishing he was here to see it "
0,"Formula 1 will be different next year, now that the 8 FOTA teams start their own championship. Sport and politics "
0, lmfao aww thats unlucky  well u better hurry up and recover as i vote u go and get pissed 2nite and 2moz lol
0, I have no idea how to vote for you. I keep trying to find a link but its hopeless.  
0, &quot;Zattoo Web TV is currently not available in your area.&quot; I am in the US. 
0,waiting for some good news in my inbox. Really want to go further with my campaign. I´m stuck at this point 
0, Not working well for me.    I still can't get the page to load to vote.
0," Hi Shawn, why did you NOT thank your fans who voted for you?? Some of them even stayed up all night to vote. "
0, just asks me if I want to report to apple. I fixed it. Seems like one of my media sources was corrupted 
0, i made it when i wuz home 
0,Boo! The Canadian dollar stinks today and I want to order something from the US! 
0,gonna watch prozac nation &amp;then I'm calling it a night. blown away by how quickly someone can be here and then gone. rest in peace 
0, Why couldn't you just pick up and let ME be the 9th caller? It was just ringing and ringing and ringing--- I need tickets 
0, have u been voting for paranoid cos it has moved down 2 spots tonight 
0, gagameisterr!! And yeah man vote for me to come back! California isn't the same without you guys  LAME!
0,im tryin to vote for tom but its no lettin me on  
0,"Tuesday night, I want to take a bus to Buffalo and vote for Adam and Kris, but I have units to do, so it's not gonna happen "
0,", does the Paypal donate button not work yet for the Amber's Angel's campaign? I am having issues "
0, yea it used to work last year but it looks like they've blocked everyone not in the US 
0,I'm going to miss our SFO lobby ambassador.  Boo.
0," yeah, its a federal thing so I have no choice.  Oh well, time to tweet happy thoughts. I've got a month before it happens."
0,my stomach is leading a great revolt inside my body. 
0, i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I&lt;3U
0,"So pissed: Muse is finally touring in the US, but opening for U2. "
0,Darling is as bad as the rest of them:  Who on earth am I going to vote for this week - what a mess 
0,Couldnt get through to vote for Diversity!  
0,My phonee got water dammagee and barly works. 6 major buttons are broken! going to the us cellular store tomorrrrow 
0, sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--
0,The government has all the free blog sites blocked 
0,"After stability &amp; peace, from above, chaos reigned down &amp; mayhem in the random household returned "
0,camera memory card &quot;corrupted&quot; which could make this a very bad day. will attempt recovery 
0,"Biggest problem with  vote in the UK was that very few people appear to have decided on *European* issues, instead 'going national' "
0,I'm back.. to downtown 1984  Daylight Savings did not get passed the referendum again.. How is this possible?
0,Oh no. Sanjaya was voted off.   He was my favorite!
0,"As we speak, GM is filing for bankruptcy. GM now stands for government motors. "
0," no more BGT! I'm so glad diversity won! They were amazing! I didn't know who to vote for, so I voted for them &amp; Julian Smith! Well done!"
0,"  We could use some night rain though, my water butts are empty "
0, re:  the video can't be viewed outside the US for copyright reasons. 
0, I agree but tha gives a lot of brain damage  so to stay calm I think otherwise but yes we as a nation deserve a lot better!
0," hey you should be THE ambassador(ess) of fine US dining places,all your food pics always mouthwatering!!ggrrr foods here suck!! "
0,since I cant hit the movies up  im going to watch the &quot;bad seed&quot; my friend said its a bad movie. but i cant follow her she voted for bush
0, your CS isn't very easy to read. A bit of spacing would help the dyslexics amongst us. Having to download &amp; reformat in Topstyle 
0, i was down to come yes. But my politics group want to have a final blowout so i'm not gonna make it 
0, I'm not on a computer!  Do you have Outback Steakhouse over there? Hahahaha!
0,I have two wrinkles in my forehead that are freaking me about!! How do I combat these early signs of aging/evidence of ill-personal care? 
0,Kinda upset justin timberlake was on long island for the US Open and I didn't know about it. 
0,"I found a kickass jacket in my closet, my uncle said it's a belgium army jacket circa 1991-92, to bad it's too big "
0,Checkout line has more magazine covers with Brad Pitt/Jen Anniston hookup than the Iran Election fiasco 
0,Had to get up early today to vote and then work all afternoon. 
0,"todayy was a good dayy  veryy hot!! i only got burned thiough, lucky me  anywhoo, going to vote for the day on the teen choice awards"
0,"Gees, the Iranian fascists are busy  girl  "
0,Noo!! never     RE:mileycyrus: plllleeeasseee vote for me for the mtv movie awards! omgosh i am a nervous wreck  ahhh
0,I don't know who to vote for in the election tomorrow 
0,Just veen given a leaflet telling me not to vote for the BNP. I must look like I'd be easily duped into voting for facsists 
0, I tried to vote but it's closed now 
0,ready to spend the weekend with  holly montag got vote off 
0, 100 monkeys + you are pretty damn awesome. too bad being a malaysian citizen means i can probably NEVER watch a gig. 
0,I'm so glad  refrains from tweeting about politics. I would feel horrible if he did 
